label
39
29
37
51
53
50
29
9
14
29
45
24
55
28
14
51
48
6
52
35
23
29
12
37
27
8
52
21
31
25
10
44
41
18
12
26
50
19
37
3
10
24
24
36
11
18
15
55
58
4
58
59
29
19
14
46
9
23
51
55
5
53
59
51
44
13
18
41
39
34
48
42
51
46
5
18
29
35
20
58
47
18
4
33
6
44
10
35
55
13
28
8
41
16
43
36
6
27
17
24
13
33
53
17
19
35
48
3
48
22
15
36
29
7
7
28
27
13
55
44
5
28
58
51
22
59
25
13
55
42
42
54
42
56
18
36
39
51
24
58
50
44
26
1
41
18
5
17
15
39
13
27
16
19
16
7
48
55
0
25
55
48
0
54
51
19
24
58
7
17
28
8
14
59
21
44
5
36
0
7
58
23
44
49
32
41
51
13
5
56
1
51
50
25
47
30
56
48
55
54
45
53
8
46
13
58
29
53
28
22
24
42
51
23
46
18
9
55
23
42
23
56
15
14
27
1
47
44
39
46
27
44
4
20
36
21
5
29
59
58
13
45
22
32
4
42
55
46
51
1
21
31
5
57
40
42
25
59
48
0
59
1
12
17
54
27
51
39
56
30
58
4
58
18
48
6
45
39
47
59
16
30
50
17
37
20
1
8
31
4
45
21
3
27
21
4
18
55
44
22
7
41
31
32
39
46
46
53
39
38
54
31
23
4
5
10
19
44
28
53
24
19
52
14
50
37
13
1
4
43
53
31
37
21
21
16
18
53
42
7
59
5
55
14
13
23
57
41
48
47
11
5
34
48
26
49
37
37
3
18
51
50
15
12
43
58
17
41
10
14
11
53
39
29
5
0
31
9
56
16
1
58
14
49
35
3
21
29
58
9
53
5
42
18
9
51
53
4
25
42
21
30
37
8
39
50
37
12
25
48
53
27
2
4
39
19
58
30
47
21
35
2
38
12
25
34
49
30
4
4
58
32
19
40
44
44
9
13
53
38
28
37
53
56
42
51
59
43
29
59
46
55
3
53
39
17
32
41
28
30
59
41
14
4
6
41
16
51
18
21
14
50
11
15
30
53
25
0
53
16
59
51
52
13
39
59
33
35
30
36
6
56
31
44
13
40
5
17
21
20
44
4
54
49
0
39
1
48
15
44
52
5
58
3
36
34
54
5
25
11
4
49
42
17
55
58
2
43
26
32
1
16
54
41
1
31
41
0
34
58
53
54
0
17
4
45
53
1
27
31
0
4
25
22
57
57
30
8
47
45
13
29
42
28
30
19
5
18
35
5
37
49
5
14
44
47
56
41
27
58
11
14
6
14
1
20
45
58
17
38
50
13
25
9
44
31
42
0
3
11
17
50
14
27
35
35
21
0
19
58
59
42
0
3
49
11
6
4
3
11
58
44
25
32
9
46
8
52
52
50
14
24
55
23
8
0
21
24
11
27
31
15
18
36
14
16
1
36
19
14
55
51
28
44
15
54
51
32
19
